Vaccine,Dose,Geography Type,Geography,Birth Year/Birth Cohort,Dimension Type,Dimension,Estimate (%),95% CI (%),Sample Size
Polio,≥3 Doses,HHS Regions/National,United States,2016-2019,Urbanicity,Living In a MSA Principal City,92.9,92.3 to 93.6,27529
Influenza,,HHS Regions/National,United States,2016-2019,Urbanicity,Living In a Non-MSA,47.8,45.8 to 49.8,10973
Influenza,,HHS Regions/National,United States,2016-2019,Urbanicity,Living In a MSA Non-Principal City,62.6,61.4 to 63.9,24947
DTaP,≥3 Doses,HHS Regions/National,United States,2016-2019,Urbanicity,Living In a Non-MSA,93,92.1 to 93.8,10973
DTaP,≥3 Doses,HHS Regions/National,United States,2016-2019,Urbanicity,Living In a MSA Non-Principal City,93.7,93.0 to 94.4,24947
DTaP,≥3 Doses,HHS Regions/National,United States,2016-2019,Urbanicity,Living In a MSA Principal City,93.8,93.2 to 94.5,27529
DTaP,≥4 Doses,HHS Regions/National,United States,2016-2019,Urbanicity,Living In a Non-MSA,77.1,75.5 to 78.7,10973
Polio,≥3 Doses,States/Local Areas,New Jersey,2016-2019,Urbanicity,Living In a MSA Non-Principal City,93.3,90.8 to 95.7,874
Polio,≥3 Doses,States/Local Areas,Massachusetts,2016-2019,Urbanicity,Living In a MSA Non-Principal City,96.6,94.6 to 98.6,914
Polio,≥3 Doses,States/Local Areas,Michigan,2016-2019,Urbanicity,Living In a MSA Non-Principal City,93.9,91.2 to 96.5,669
Polio,≥3 Doses,States/Local Areas,Minnesota,2016-2019,Urbanicity,Living In a MSA Non-Principal City,90.4,85.9 to 94.9,361
Polio,≥3 Doses,States/Local Areas,Mississippi,2016-2019,Urbanicity,Living In a MSA Non-Principal City,94.7,92.2 to 97.2,388
Polio,≥3 Doses,States/Local Areas,Missouri,2016-2019,Urbanicity,Living In a MSA Non-Principal City,93.2,89.9 to 96.4,487
Polio,≥3 Doses,States/Local Areas,Montana,2016-2019,Urbanicity,Living In a MSA Non-Principal City,98.3,95.0 to 100.0,48
Polio,≥3 Doses,States/Local Areas,Iowa,2016-2019,Urbanicity,Living In a MSA Non-Principal City,96.7,94.1 to 99.2,262
Polio,≥3 Doses,States/Local Areas,Kansas,2016-2019,Urbanicity,Living In a MSA Non-Principal City,95.1,91.8 to 98.3,370
Polio,≥3 Doses,States/Local Areas,Kentucky,2016-2019,Urbanicity,Living In a MSA Non-Principal City,93.9,89.9 to 97.9,262
Polio,≥3 Doses,States/Local Areas,Louisiana,2016-2019,Urbanicity,Living In a MSA Non-Principal City,94.1,91.2 to 97.0,587
Polio,≥3 Doses,States/Local Areas,Maine,2016-2019,Urbanicity,Living In a MSA Non-Principal City,92.9,89.6 to 96.2,403
Polio,≥3 Doses,States/Local Areas,Maryland,2016-2019,Urbanicity,Living In a MSA Non-Principal City,95,93.2 to 96.8,1811
Polio,≥3 Doses,States/Local Areas,Hawaii,2016-2019,Urbanicity,Living In a MSA Non-Principal City,91.6,88.4 to 94.8,426
Polio,≥3 Doses,States/Local Areas,IL-Rest of state,2016-2019,Urbanicity,Living In a MSA Non-Principal City,94.2,92.1 to 96.3,894
Polio,≥3 Doses,States/Local Areas,Idaho,2016-2019,Urbanicity,Living In a MSA Non-Principal City,92.2,88.0 to 96.4,482
Polio,≥3 Doses,States/Local Areas,Illinois,2016-2019,Urbanicity,Living In a MSA Non-Principal City,94.2,92.1 to 96.3,894
Polio,≥3 Doses,States/Local Areas,Indiana,2016-2019,Urbanicity,Living In a MSA Non-Principal City,92,88.3 to 95.7,336
Polio,≥3 Doses,States/Local Areas,Colorado,2016-2019,Urbanicity,Living In a MSA Non-Principal City,92.4,88.2 to 96.6,327
Polio,≥3 Doses,States/Local Areas,Connecticut,2016-2019,Urbanicity,Living In a MSA Non-Principal City,96.9,95.2 to 98.6,603
Polio,≥3 Doses,States/Local Areas,Delaware,2016-2019,Urbanicity,Living In a MSA Non-Principal City,95.3,93.6 to 97.0,623
Polio,≥3 Doses,States/Local Areas,Florida,2016-2019,Urbanicity,Living In a MSA Non-Principal City,90.8,86.5 to 95.0,502
Polio,≥3 Doses,States/Local Areas,Georgia,2016-2019,Urbanicity,Living In a MSA Non-Principal City,91.5,87.7 to 95.3,575
Polio,≥3 Doses,States/Local Areas,Wyoming,2016-2019,Urbanicity,Living In a MSA Principal City,93.6,90.6 to 96.7,289
Polio,≥3 Doses,States/Local Areas,Alabama,2016-2019,Urbanicity,Living In a MSA Non-Principal City,90.9,86.8 to 95.1,370
Polio,≥3 Doses,States/Local Areas,Alaska,2016-2019,Urbanicity,Living In a MSA Non-Principal City,87.5,81.6 to 93.4,173
Polio,≥3 Doses,States/Local Areas,Arizona,2016-2019,Urbanicity,Living In a MSA Non-Principal City,91.7,88.4 to 95.1,356
Polio,≥3 Doses,States/Local Areas,Arkansas,2016-2019,Urbanicity,Living In a MSA Non-Principal City,91.6,87.5 to 95.7,366
Polio,≥3 Doses,States/Local Areas,California,2016-2019,Urbanicity,Living In a MSA Non-Principal City,92,88.3 to 95.7,760
Polio,≥3 Doses,States/Local Areas,Utah,2016-2019,Urbanicity,Living In a MSA Principal City,93.4,90.0 to 96.8,366
Polio,≥3 Doses,States/Local Areas,Vermont,2016-2019,Urbanicity,Living In a MSA Principal City,89.4,82.5 to 96.2,115
Polio,≥3 Doses,States/Local Areas,Virginia,2016-2019,Urbanicity,Living In a MSA Principal City,94.1,91.0 to 97.3,740
Polio,≥3 Doses,States/Local Areas,Washington,2016-2019,Urbanicity,Living In a MSA Principal City,92.5,89.3 to 95.7,858
Polio,≥3 Doses,States/Local Areas,West Virginia,2016-2019,Urbanicity,Living In a MSA Principal City,91.3,87.4 to 95.2,284
Polio,≥3 Doses,States/Local Areas,Wisconsin,2016-2019,Urbanicity,Living In a MSA Principal City,91,86.7 to 95.3,376
Polio,≥3 Doses,States/Local Areas,TX-Dallas County,2016-2019,Urbanicity,Living In a MSA Principal City,94.1,89.6 to 98.7,144
Polio,≥3 Doses,States/Local Areas,TX-El Paso County,2016-2019,Urbanicity,Living In a MSA Principal City,94.6,91.3 to 97.9,184
Polio,≥3 Doses,States/Local Areas,TX-Rest of state,2016-2019,Urbanicity,Living In a MSA Principal City,91,88.3 to 93.7,799
Polio,≥3 Doses,States/Local Areas,Tennessee,2016-2019,Urbanicity,Living In a MSA Principal City,93.5,90.8 to 96.2,594
Polio,≥3 Doses,States/Local Areas,Texas,2016-2019,Urbanicity,Living In a MSA Principal City,91.7,90.1 to 93.3,2786
Polio,≥3 Doses,States/Local Areas,Pennsylvania,2016-2019,Urbanicity,Living In a MSA Principal City,95.3,93.5 to 97.1,1038
Polio,≥3 Doses,States/Local Areas,Rhode Island,2016-2019,Urbanicity,Living In a MSA Principal City,95.9,93.2 to 98.5,260
Polio,≥3 Doses,States/Local Areas,South Carolina,2016-2019,Urbanicity,Living In a MSA Principal City,93,89.6 to 96.4,374
Polio,≥3 Doses,States/Local Areas,South Dakota,2016-2019,Urbanicity,Living In a MSA Principal City,93.4,90.1 to 96.8,378
Polio,≥3 Doses,States/Local Areas,TX-Bexar County,2016-2019,Urbanicity,Living In a MSA Principal City,91.9,89.6 to 94.2,754
Polio,≥3 Doses,States/Local Areas,TX-City of Houston,2016-2019,Urbanicity,Living In a MSA Principal City,92.5,89.9 to 95.1,673
Polio,≥3 Doses,States/Local Areas,North Dakota,2016-2019,Urbanicity,Living In a MSA Principal City,95.2,92.3 to 98.1,334
Polio,≥3 Doses,States/Local Areas,Ohio,2016-2019,Urbanicity,Living In a MSA Principal City,91.8,88.1 to 95.6,455
Polio,≥3 Doses,States/Local Areas,Oklahoma,2016-2019,Urbanicity,Living In a MSA Principal City,92.2,88.7 to 95.7,261
Polio,≥3 Doses,States/Local Areas,Oregon,2016-2019,Urbanicity,Living In a MSA Principal City,94.7,92.1 to 97.3,485
Polio,≥3 Doses,States/Local Areas,PA-Philadelphia,2016-2019,Urbanicity,Living In a MSA Principal City,94.6,92.6 to 96.5,796
Polio,≥3 Doses,States/Local Areas,PA-Rest of state,2016-2019,Urbanicity,Living In a MSA Principal City,95.9,93.1 to 98.7,242
Polio,≥3 Doses,States/Local Areas,Nevada,2016-2019,Urbanicity,Living In a MSA Principal City,91.3,88.8 to 93.7,940
Polio,≥3 Doses,States/Local Areas,New Hampshire,2016-2019,Urbanicity,Living In a MSA Principal City,85.5,77.9 to 93.1,165
Polio,≥3 Doses,States/Local Areas,New Jersey,2016-2019,Urbanicity,Living In a MSA Principal City,94,89.1 to 99.0,134
Polio,≥3 Doses,States/Local Areas,New Mexico,2016-2019,Urbanicity,Living In a MSA Principal City,92.6,89.9 to 95.3,768
Polio,≥3 Doses,States/Local Areas,New York,2016-2019,Urbanicity,Living In a MSA Principal City,91.1,88.9 to 93.2,1621
Polio,≥3 Doses,States/Local Areas,North Carolina,2016-2019,Urbanicity,Living In a MSA Principal City,94.1,91.1 to 97.1,518
Polio,≥3 Doses,States/Local Areas,Mississippi,2016-2019,Urbanicity,Living In a MSA Principal City,94.6,90.9 to 98.3,223
Polio,≥3 Doses,States/Local Areas,Missouri,2016-2019,Urbanicity,Living In a MSA Principal City,90.3,86.5 to 94.0,547
Polio,≥3 Doses,States/Local Areas,Montana,2016-2019,Urbanicity,Living In a MSA Principal City,91,86.6 to 95.4,259
Polio,≥3 Doses,States/Local Areas,NY-City of New York,2016-2019,Urbanicity,Living In a MSA Principal City,90.5,88.3 to 92.8,1420
Polio,≥3 Doses,States/Local Areas,NY-Rest of state,2016-2019,Urbanicity,Living In a MSA Principal City,92.9,86.9 to 99.0,201
Polio,≥3 Doses,States/Local Areas,Nebraska,2016-2019,Urbanicity,Living In a MSA Principal City,96.5,94.8 to 98.3,460
Polio,≥3 Doses,States/Local Areas,Louisiana,2016-2019,Urbanicity,Living In a MSA Principal City,90.3,86.2 to 94.3,541
Polio,≥3 Doses,States/Local Areas,Maine,2016-2019,Urbanicity,Living In a MSA Principal City,96.3,93.5 to 99.2,162
Polio,≥3 Doses,States/Local Areas,Maryland,2016-2019,Urbanicity,Living In a MSA Principal City,94.6,91.6 to 97.5,664
Polio,≥3 Doses,States/Local Areas,Massachusetts,2016-2019,Urbanicity,Living In a MSA Principal City,97.6,95.2 to 100.0,240
Polio,≥3 Doses,States/Local Areas,Michigan,2016-2019,Urbanicity,Living In a MSA Principal City,93.6,90.5 to 96.8,429
Polio,≥3 Doses,States/Local Areas,Minnesota,2016-2019,Urbanicity,Living In a MSA Principal City,96,93.3 to 98.7,444
Polio,≥3 Doses,States/Local Areas,Idaho,2016-2019,Urbanicity,Living In a MSA Principal City,91.5,87.8 to 95.1,519
Polio,≥3 Doses,States/Local Areas,Illinois,2016-2019,Urbanicity,Living In a MSA Principal City,94.2,92.0 to 96.5,846
Polio,≥3 Doses,States/Local Areas,Indiana,2016-2019,Urbanicity,Living In a MSA Principal City,92.1,89.0 to 95.2,481
Polio,≥3 Doses,States/Local Areas,Iowa,2016-2019,Urbanicity,Living In a MSA Principal City,94.5,91.1 to 97.9,284
Polio,≥3 Doses,States/Local Areas,Kansas,2016-2019,Urbanicity,Living In a MSA Principal City,90.2,86.3 to 94.2,528
Polio,≥3 Doses,States/Local Areas,Kentucky,2016-2019,Urbanicity,Living In a MSA Principal City,96,92.7 to 99.2,340
Polio,≥3 Doses,States/Local Areas,District of Columbia,2016-2019,Urbanicity,Living In a MSA Principal City,93.2,91.2 to 95.1,1155
Polio,≥3 Doses,States/Local Areas,Florida,2016-2019,Urbanicity,Living In a MSA Principal City,93,90.3 to 95.6,703
Polio,≥3 Doses,States/Local Areas,Georgia,2016-2019,Urbanicity,Living In a MSA Principal City,92.8,89.1 to 96.6,393
Polio,≥3 Doses,States/Local Areas,Hawaii,2016-2019,Urbanicity,Living In a MSA Principal City,89.9,85.5 to 94.3,287
Polio,≥3 Doses,States/Local Areas,IL-City of Chicago,2016-2019,Urbanicity,Living In a MSA Principal City,95.3,93.2 to 97.3,586
Polio,≥3 Doses,States/Local Areas,IL-Rest of state,2016-2019,Urbanicity,Living In a MSA Principal City,92.7,88.1 to 97.4,260
Polio,≥3 Doses,States/Local Areas,Arizona,2016-2019,Urbanicity,Living In a MSA Principal City,92.9,89.9 to 95.9,564
Polio,≥3 Doses,States/Local Areas,Arkansas,2016-2019,Urbanicity,Living In a MSA Principal City,89.6,85.7 to 93.5,521
Polio,≥3 Doses,States/Local Areas,California,2016-2019,Urbanicity,Living In a MSA Principal City,93.1,89.8 to 96.4,859
Polio,≥3 Doses,States/Local Areas,Colorado,2016-2019,Urbanicity,Living In a MSA Principal City,95.1,92.5 to 97.7,503
Polio,≥3 Doses,States/Local Areas,Connecticut,2016-2019,Urbanicity,Living In a MSA Principal City,95.1,91.5 to 98.6,256
Polio,≥3 Doses,States/Local Areas,Delaware,2016-2019,Urbanicity,Living In a MSA Principal City,95.6,92.7 to 98.5,296
Influenza,,States/Local Areas,Washington,2016-2019,Urbanicity,Living In a Non-MSA,57.5,46.0 to 69.0,132
Influenza,,States/Local Areas,West Virginia,2016-2019,Urbanicity,Living In a Non-MSA,43.7,37.6 to 49.9,329
Influenza,,States/Local Areas,Wisconsin,2016-2019,Urbanicity,Living In a Non-MSA,49.6,39.9 to 59.2,178
Influenza,,States/Local Areas,Wyoming,2016-2019,Urbanicity,Living In a Non-MSA,57.3,52.5 to 62.2,640
Polio,≥3 Doses,States/Local Areas,Alabama,2016-2019,Urbanicity,Living In a MSA Principal City,94.2,91.0 to 97.4,396
Polio,≥3 Doses,States/Local Areas,Alaska,2016-2019,Urbanicity,Living In a MSA Principal City,89.3,85.2 to 93.4,490
Influenza,,States/Local Areas,Tennessee,2016-2019,Urbanicity,Living In a Non-MSA,53.6,43.2 to 63.9,196
Influenza,,States/Local Areas,Texas,2016-2019,Urbanicity,Living In a Non-MSA,43.6,33.5 to 53.6,225
Influenza,,States/Local Areas,Utah,2016-2019,Urbanicity,Living In a Non-MSA,42.6,27.9 to 57.4,71
Influenza,,States/Local Areas,Vermont,2016-2019,Urbanicity,Living In a Non-MSA,72.3,68.0 to 76.5,673
Influenza,,States/Local Areas,Virginia,2016-2019,Urbanicity,Living In a Non-MSA,51.1,31.6 to 70.5,51
Influenza,,States/Local Areas,South Dakota,2016-2019,Urbanicity,Living In a Non-MSA,68.9,63.7 to 74.1,632
Influenza,,States/Local Areas,TX-Rest of state,2016-2019,Urbanicity,Living In a Non-MSA,43.6,33.5 to 53.6,225
Influenza,,States/Local Areas,Oregon,2016-2019,Urbanicity,Living In a Non-MSA,41.7,30.0 to 53.5,127
Influenza,,States/Local Areas,PA-Rest of state,2016-2019,Urbanicity,Living In a Non-MSA,64.3,46.6 to 81.9,51
Influenza,,States/Local Areas,Pennsylvania,2016-2019,Urbanicity,Living In a Non-MSA,64.3,46.6 to 81.9,51
Influenza,,States/Local Areas,South Carolina,2016-2019,Urbanicity,Living In a Non-MSA,30.3,15.3 to 45.3,80
Influenza,,States/Local Areas,New Mexico,2016-2019,Urbanicity,Living In a Non-MSA,55.4,48.7 to 62.1,399
Influenza,,States/Local Areas,New York,2016-2019,Urbanicity,Living In a Non-MSA,49.8,36.0 to 63.5,101
Influenza,,States/Local Areas,North Carolina,2016-2019,Urbanicity,Living In a Non-MSA,57.1,44.7 to 69.6,140
Influenza,,States/Local Areas,North Dakota,2016-2019,Urbanicity,Living In a Non-MSA,61.7,55.8 to 67.6,489
Influenza,,States/Local Areas,Ohio,2016-2019,Urbanicity,Living In a Non-MSA,46.2,35.9 to 56.6,187
Influenza,,States/Local Areas,Oklahoma,2016-2019,Urbanicity,Living In a Non-MSA,38,30.8 to 45.2,271
Influenza,,States/Local Areas,NY-Rest of state,2016-2019,Urbanicity,Living In a Non-MSA,49.8,36.0 to 63.5,101
Influenza,,States/Local Areas,Nebraska,2016-2019,Urbanicity,Living In a Non-MSA,59,52.0 to 66.0,307
Influenza,,States/Local Areas,Nevada,2016-2019,Urbanicity,Living In a Non-MSA,52.9,40.3 to 65.5,119
Influenza,,States/Local Areas,New Hampshire,2016-2019,Urbanicity,Living In a Non-MSA,71.4,65.0 to 77.7,339
Influenza,,States/Local Areas,Michigan,2016-2019,Urbanicity,Living In a Non-MSA,58.9,49.5 to 68.2,219
Influenza,,States/Local Areas,Minnesota,2016-2019,Urbanicity,Living In a Non-MSA,68.8,57.8 to 79.9,200
Influenza,,States/Local Areas,Mississippi,2016-2019,Urbanicity,Living In a Non-MSA,38.8,32.9 to 44.7,509
Influenza,,States/Local Areas,Missouri,2016-2019,Urbanicity,Living In a Non-MSA,35.3,27.4 to 43.3,252
Influenza,,States/Local Areas,Montana,2016-2019,Urbanicity,Living In a Non-MSA,61.5,56.7 to 66.3,590
Influenza,,States/Local Areas,Iowa,2016-2019,Urbanicity,Living In a Non-MSA,53.3,45.6 to 61.1,276
Influenza,,States/Local Areas,Kansas,2016-2019,Urbanicity,Living In a Non-MSA,52.3,45.0 to 59.7,366
Influenza,,States/Local Areas,Kentucky,2016-2019,Urbanicity,Living In a Non-MSA,36.7,29.0 to 44.4,242
Influenza,,States/Local Areas,Louisiana,2016-2019,Urbanicity,Living In a Non-MSA,33,22.3 to 43.6,172
Influenza,,States/Local Areas,Maine,2016-2019,Urbanicity,Living In a Non-MSA,67.7,61.3 to 74.1,349
Influenza,,States/Local Areas,Maryland,2016-2019,Urbanicity,Living In a Non-MSA,51.5,24.8 to 78.1,35
Influenza,,States/Local Areas,Hawaii,2016-2019,Urbanicity,Living In a Non-MSA,48.6,38.7 to 58.5,175
Influenza,,States/Local Areas,IL-Rest of state,2016-2019,Urbanicity,Living In a Non-MSA,35.5,25.3 to 45.8,128
Influenza,,States/Local Areas,Idaho,2016-2019,Urbanicity,Living In a Non-MSA,55.7,48.0 to 63.4,331
Influenza,,States/Local Areas,Illinois,2016-2019,Urbanicity,Living In a Non-MSA,35.5,25.3 to 45.8,128
Influenza,,States/Local Areas,Indiana,2016-2019,Urbanicity,Living In a Non-MSA,48.4,38.5 to 58.3,178
Influenza,,States/Local Areas,Colorado,2016-2019,Urbanicity,Living In a Non-MSA,55.7,42.0 to 69.3,94
Influenza,,States/Local Areas,Connecticut,2016-2019,Urbanicity,Living In a Non-MSA,72.7,50.6 to 94.7,31
Influenza,,States/Local Areas,Georgia,2016-2019,Urbanicity,Living In a Non-MSA,33.1,20.3 to 45.9,99
Influenza,,States/Local Areas,Alabama,2016-2019,Urbanicity,Living In a Non-MSA,28,19.7 to 36.2,174
Influenza,,States/Local Areas,Alaska,2016-2019,Urbanicity,Living In a Non-MSA,47.3,39.9 to 54.6,269
Influenza,,States/Local Areas,Arizona,2016-2019,Urbanicity,Living In a Non-MSA,58.8,41.4 to 76.3,45
Influenza,,States/Local Areas,Arkansas,2016-2019,Urbanicity,Living In a Non-MSA,32.9,26.7 to 39.0,437
Influenza,,States/Local Areas,California,2016-2019,Urbanicity,Living In a Non-MSA,49.2,18.4 to 79.9,30
Influenza,,States/Local Areas,Utah,2016-2019,Urbanicity,Living In a MSA Non-Principal City,64,59.1 to 69.0,591
Influenza,,States/Local Areas,Vermont,2016-2019,Urbanicity,Living In a MSA Non-Principal City,77.6,72.1 to 83.1,335
Influenza,,States/Local Areas,Virginia,2016-2019,Urbanicity,Living In a MSA Non-Principal City,70,64.3 to 75.6,847
Influenza,,States/Local Areas,Washington,2016-2019,Urbanicity,Living In a MSA Non-Principal City,70.1,64.2 to 76.0,554
Influenza,,States/Local Areas,West Virginia,2016-2019,Urbanicity,Living In a MSA Non-Principal City,58,51.3 to 64.7,307
Influenza,,States/Local Areas,Wisconsin,2016-2019,Urbanicity,Living In a MSA Non-Principal City,72.6,66.5 to 78.8,329
Influenza,,States/Local Areas,TX-Dallas County,2016-2019,Urbanicity,Living In a MSA Non-Principal City,45,30.0 to 60.0,68
Influenza,,States/Local Areas,TX-Rest of state,2016-2019,Urbanicity,Living In a MSA Non-Principal City,52.9,48.9 to 56.9,1282
Influenza,,States/Local Areas,Tennessee,2016-2019,Urbanicity,Living In a MSA Non-Principal City,65.9,58.2 to 73.5,386
Influenza,,States/Local Areas,Texas,2016-2019,Urbanicity,Living In a MSA Non-Principal City,53,49.2 to 56.8,1538
PCV,≥4 Doses,States/Local Areas,North Carolina,2016-2019,Urbanicity,Living In a MSA Principal City,87.3,83.0 to 91.6,518
PCV,≥4 Doses,States/Local Areas,North Dakota,2016-2019,Urbanicity,Living In a MSA Principal City,89.6,85.5 to 93.8,334
PCV,≥4 Doses,States/Local Areas,Ohio,2016-2019,Urbanicity,Living In a MSA Principal City,79.3,73.9 to 84.7,455
PCV,≥4 Doses,States/Local Areas,Oklahoma,2016-2019,Urbanicity,Living In a MSA Principal City,82.4,77.2 to 87.6,261
Influenza,,States/Local Areas,TX-Bexar County,2016-2019,Urbanicity,Living In a MSA Non-Principal City,76.1,62.7 to 89.6,69
PCV,≥4 Doses,States/Local Areas,Nebraska,2016-2019,Urbanicity,Living In a MSA Principal City,89.5,86.2 to 92.8,460
PCV,≥4 Doses,States/Local Areas,Nevada,2016-2019,Urbanicity,Living In a MSA Principal City,80,76.5 to 83.4,940
PCV,≥4 Doses,States/Local Areas,New Hampshire,2016-2019,Urbanicity,Living In a MSA Principal City,79.7,71.5 to 87.9,165
PCV,≥4 Doses,States/Local Areas,New Jersey,2016-2019,Urbanicity,Living In a MSA Principal City,73.8,63.4 to 84.2,134
PCV,≥4 Doses,States/Local Areas,New Mexico,2016-2019,Urbanicity,Living In a MSA Principal City,82.5,78.7 to 86.4,768
PCV,≥4 Doses,States/Local Areas,New York,2016-2019,Urbanicity,Living In a MSA Principal City,77.7,74.7 to 80.8,1621
PCV,≥4 Doses,States/Local Areas,Minnesota,2016-2019,Urbanicity,Living In a MSA Principal City,85.5,80.5 to 90.5,444
PCV,≥4 Doses,States/Local Areas,Mississippi,2016-2019,Urbanicity,Living In a MSA Principal City,79.6,71.7 to 87.5,223
PCV,≥4 Doses,States/Local Areas,Missouri,2016-2019,Urbanicity,Living In a MSA Principal City,81.5,76.8 to 86.3,547
PCV,≥4 Doses,States/Local Areas,Montana,2016-2019,Urbanicity,Living In a MSA Principal City,83.5,78.0 to 89.1,259
PCV,≥4 Doses,States/Local Areas,NY-City of New York,2016-2019,Urbanicity,Living In a MSA Principal City,76.4,73.2 to 79.6,1420
PCV,≥4 Doses,States/Local Areas,NY-Rest of state,2016-2019,Urbanicity,Living In a MSA Principal City,83.4,74.9 to 91.8,201
PCV,≥4 Doses,States/Local Areas,Kentucky,2016-2019,Urbanicity,Living In a MSA Principal City,86.2,81.2 to 91.3,340
PCV,≥4 Doses,States/Local Areas,Louisiana,2016-2019,Urbanicity,Living In a MSA Principal City,78,72.5 to 83.5,541
PCV,≥4 Doses,States/Local Areas,Maine,2016-2019,Urbanicity,Living In a MSA Principal City,85.3,79.1 to 91.6,162
