Vaccine,Dose,Geography Type,Geography,Birth Year/Birth Cohort,Dimension Type,Dimension,Estimate (%),95% CI (%),Sample Size
Hep A,≥1 Dose,States/Local Areas,Indiana,2017,Age,24 Months,88.1,82.8 to 92.4,304
Hep A,≥1 Dose,States/Local Areas,Indiana,2017-2018,Age,24 Months,87.5,83.8 to 90.8,576
DTaP,≥3 Doses,States/Local Areas,Indiana,2019,Age,35 Months,94.3,88.8 to 97.7,209
DTaP,≥3 Doses,States/Local Areas,Indiana,2018,Age,35 Months,94.8,89.4 to 97.9,272
DTaP,≥3 Doses,States/Local Areas,Indiana,2018-2019,Age,35 Months,95.3,91.2 to 97.8,481
PCV,≥2 Doses,States/Local Areas,Indiana,2016,Age,5 Months,72.6,64.7 to 79.3,285
PCV,≥2 Doses,States/Local Areas,Indiana,2016-2017,Age,5 Months,75,70.0 to 79.5,589
PCV,≥2 Doses,States/Local Areas,Indiana,2015,Age,5 Months,67.5,58.7 to 75.2,251
PCV,≥2 Doses,States/Local Areas,Indiana,2015-2016,Age,5 Months,70,64.2 to 75.3,536
PCV,≥2 Doses,States/Local Areas,Indiana,2014,Age,5 Months,72.8,65.0 to 79.4,258
PCV,≥2 Doses,States/Local Areas,Indiana,2014-2015,Age,5 Months,70.2,62.0 to 77.2,509
Hep A,≥1 Dose,States/Local Areas,Indiana,2016,Age,24 Months,85.7,79.5 to 90.8,285
Hep A,≥1 Dose,States/Local Areas,Indiana,2016-2017,Age,24 Months,86.9,82.9 to 90.3,589
Hep A,≥1 Dose,States/Local Areas,Indiana,2015,Age,24 Months,86.5,80.3 to 91.5,251
Hep A,≥1 Dose,States/Local Areas,Indiana,2015-2016,Age,24 Months,86.1,81.8 to 89.8,536
Hep A,≥2 Doses,States/Local Areas,Indiana,2017,Age,19 Months,30,24.1 to 36.6,304
Hep A,≥2 Doses,States/Local Areas,Indiana,2017-2018,Age,19 Months,28.5,24.1 to 33.2,576
Hib,≥3 Doses,States/Local Areas,Indiana,2015,Age,35 Months,86.4,79.7 to 91.8,251
Hib,≥3 Doses,States/Local Areas,Indiana,2015-2016,Age,35 Months,87.9,83.6 to 91.6,536
Hib,≥3 Doses,States/Local Areas,Indiana,2014,Age,35 Months,89.4,83.6 to 93.8,258
Hib,≥3 Doses,States/Local Areas,Indiana,2014-2015,Age,35 Months,88,83.6 to 91.6,509
Hib,≥3 Doses,States/Local Areas,Indiana,2013,Age,35 Months,96.5,92.3 to 98.8,218
Hib,≥3 Doses,States/Local Areas,Indiana,2013-2014,Age,35 Months,92.7,89.1 to 95.5,476
Hep A,≥2 Doses,States/Local Areas,Indiana,2016,Age,19 Months,25.6,19.9 to 32.1,285
Hep A,≥2 Doses,States/Local Areas,Indiana,2016-2017,Age,19 Months,27.8,23.6 to 32.4,589
Hep A,≥2 Doses,States/Local Areas,Indiana,2015,Age,19 Months,25.7,18.1 to 35.2,251
Hep A,≥2 Doses,States/Local Areas,Indiana,2015-2016,Age,19 Months,25.6,20.9 to 31.0,536
Hib,≥3 Doses,States/Local Areas,Indiana,2019,Age,24 Months,93.3,87.8 to 96.9,209
Hib,≥3 Doses,States/Local Areas,Indiana,2018,Age,24 Months,87.2,81.6 to 91.9,272
Hib,≥3 Doses,States/Local Areas,Indiana,2018-2019,Age,24 Months,90.2,86.4 to 93.3,481
Hep A,≥2 Doses,States/Local Areas,Indiana,2012,Age,19 Months,23,21.6 to 24.4,307
Hep A,≥2 Doses,States/Local Areas,Indiana,2014,Age,19 Months,26.7,20.5 to 34.0,258
Hep A,≥2 Doses,States/Local Areas,Indiana,2014-2015,Age,19 Months,26.2,21.3 to 31.8,509
Hep A,≥2 Doses,States/Local Areas,Indiana,2013,Age,19 Months,31.1,28.2 to 34.1,218
Hep A,≥2 Doses,States/Local Areas,Indiana,2013-2014,Age,19 Months,28.9,27.3 to 30.6,476
Hep A,≥2 Doses,States/Local Areas,Indiana,2011,Age,19 Months,19,15.1 to 23.7,271
DTaP,≥3 Doses,States/Local Areas,Indiana,2014,Age,35 Months,92.4,87.0 to 96.2,258
DTaP,≥3 Doses,States/Local Areas,Indiana,2014-2015,Age,35 Months,93.9,90.4 to 96.4,509
DTaP,≥3 Doses,States/Local Areas,Indiana,2011,Age,35 Months,95.1,90.1 to 98.0,271
DTaP,≥3 Doses,States/Local Areas,Indiana,2012,Age,35 Months,94.6,90.1 to 97.5,307
DTaP,≥3 Doses,States/Local Areas,Indiana,2013,Age,35 Months,97.4,93.6 to 99.2,218
DTaP,≥3 Doses,States/Local Areas,Indiana,2013-2014,Age,35 Months,94.8,91.5 to 97.1,476
Hep A,≥1 Dose,States/Local Areas,Indiana,2018,Age,19 Months,84,77.6 to 88.8,272
Hep A,≥1 Dose,States/Local Areas,Indiana,2018-2019,Age,19 Months,85.1,79.4 to 89.4,406
Hep A,≥1 Dose,States/Local Areas,Indiana,2017,Age,19 Months,82.8,76.4 to 87.6,304
Hep A,≥1 Dose,States/Local Areas,Indiana,2017-2018,Age,19 Months,83.4,79.0 to 86.9,576
Polio,≥1 Dose,States/Local Areas,Indiana,2019-2020,Age,3 Months,84.6,79.6 to 88.6,441
DTaP,≥4 Doses,States/Local Areas,Indiana,2016-2019,Insurance Coverage,Private Insurance Only,86.9,83.2 to 90.6,519
Hib,Primary Series,States/Local Areas,Indiana,2021,Age,19 Months,93.3,84.9 to 97.1,137
Hib,≥3 Doses,States/Local Areas,Indiana,2021,Age,19 Months,90.8,81.9 to 95.5,137
Hib,Primary Series,States/Local Areas,Indiana,2020-2021,Age,24 Months,93.5,89.3 to 96.5,369
≥1 Dose MMR,,States/Local Areas,Indiana,2021,Age,35 Months,92.7,85.3 to 97.2,137
Hib,≥2 Doses,States/Local Areas,Indiana,2021,Age,7 Months,88.5,79.1 to 94.0,137
Hep B,≥3 Doses,States/Local Areas,Indiana,2020-2021,Age,13 Months,87,81.2 to 91.3,369
Hib,≥3 Doses,States/Local Areas,Indiana,2021,Age,7 Months,50.9,40.2 to 61.4,137
Hib,≥2 Doses,States/Local Areas,Indiana,2021,Age,5 Months,80.2,69.9 to 87.6,137
PCV,≥3 Doses,States/Local Areas,Indiana,2021,Age,35 Months,93.1,86.0 to 97.4,137
Polio,≥2 Doses,States/Local Areas,Indiana,2021,Age,7 Months,88.5,79.1 to 94.0,137
Hib,≥3 Doses,States/Local Areas,Indiana,2020-2021,Age,24 Months,92.3,87.7 to 95.6,369
DTaP,≥3 Doses,States/Local Areas,Indiana,2020-2021,Age,19 Months,93.8,89.4 to 96.5,369
Hep B,≥2 Doses,States/Local Areas,Indiana,2021,Age,7 Months,91,81.7 to 95.8,137
Hep B,≥2 Doses,States/Local Areas,Indiana,2020-2021,Age,13 Months,93.5,88.5 to 96.4,369
DTaP,≥3 Doses,States/Local Areas,Indiana,2021,Age,7 Months,64.3,52.8 to 74.4,137
Combined 7 Series,,States/Local Areas,Oklahoma,2015,Age,35 Months,71.5,64.3 to 78.4,275
Combined 7 Series,,States/Local Areas,Oklahoma,2015-2016,Age,35 Months,71.1,66.1 to 76.0,594
Combined 7 Series,,States/Local Areas,Oklahoma,2014-2017,Insurance Coverage,Private Insurance Only,68.8,63.4 to 74.2,439
Combined 7 Series,,States/Local Areas,Oklahoma,2014-2017,Insurance Coverage,Any Medicaid,66,60.8 to 71.2,498
Combined 7 Series,,States/Local Areas,Oklahoma,2019,Age,35 Months,74.1,64.5 to 82.9,205
Combined 7 Series,,States/Local Areas,Oklahoma,2018,Age,35 Months,68.2,59.2 to 76.9,194
Combined 7 Series,,States/Local Areas,Oklahoma,2018-2019,Age,35 Months,71.1,64.5 to 77.4,399
Combined 7 Series,,States/Local Areas,Oklahoma,2014-2017,Insurance Coverage,Other,78.4,61.7 to 95.1,32
Combined 7 Series,,States/Local Areas,Oklahoma,2014-2017,Poverty,<133% FPL,63.2,57.2 to 69.2,370
Combined 7 Series,,States/Local Areas,Oklahoma,2014-2017,Race and Ethnicity,"Black, Non-Hispanic",60.3,41.8 to 78.7,36
Combined 7 Series,,States/Local Areas,Oklahoma,2014-2017,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",64.6,57.6 to 71.6,289
Combined 7 Series,,States/Local Areas,Oklahoma,2014-2017,Race and Ethnicity,"White, Non-Hispanic",68.3,63.2 to 73.5,519
Combined 7 Series,,States/Local Areas,Oklahoma,2014-2017,Urbanicity,Living In a MSA Principal City,67.6,61.2 to 73.9,313
Combined 7 Series,,States/Local Areas,Oklahoma,2014-2017,Urbanicity,Living In a MSA Non-Principal City,68.3,62.2 to 74.3,355
Combined 7 Series,,States/Local Areas,Oklahoma,2014-2017,Overall,Overall,66.5,62.8 to 70.3,996
Combined 7 Series,,States/Local Areas,Oklahoma,2014-2017,Urbanicity,Living In a Non-MSA,63,56.1 to 69.8,328
Hib,Full Series,States/Local Areas,Oklahoma,2016,Age,19 Months,71.5,65.3 to 77.0,319
Hib,Full Series,States/Local Areas,Oklahoma,2016-2017,Age,19 Months,73.2,68.3 to 77.6,562
Hib,Full Series,States/Local Areas,Oklahoma,2015,Age,19 Months,73.6,69.2 to 77.5,275
Hib,Full Series,States/Local Areas,Oklahoma,2015-2016,Age,19 Months,72.6,68.0 to 76.7,594
Combined 7 Series,,States/Local Areas,Oklahoma,2014-2017,Poverty,133% to <400% FPL,67.7,61.8 to 73.7,404
Combined 7 Series,,States/Local Areas,Oklahoma,2014-2017,Poverty,>400% FPL,72.6,65.6 to 79.6,222
Hib,Full Series,States/Local Areas,Oklahoma,2011,Age,19 Months,75.7,69.0 to 81.3,279
Hib,Full Series,States/Local Areas,Oklahoma,2012,Age,19 Months,74.8,59.7 to 85.6,260
Hib,Full Series,States/Local Areas,Oklahoma,2013,Age,19 Months,78,67.2 to 86.0,198
Hib,Full Series,States/Local Areas,Oklahoma,2013-2014,Age,19 Months,74.1,65.2 to 81.3,425
Hib,Full Series,States/Local Areas,Oklahoma,2014,Age,19 Months,70.1,61.6 to 77.5,227
Hib,Full Series,States/Local Areas,Oklahoma,2014-2015,Age,19 Months,71.9,66.5 to 76.7,502
Hib,Full Series,States/Local Areas,Oklahoma,2019,Age,19 Months,77,68.4 to 83.8,205
Hib,Full Series,States/Local Areas,Oklahoma,2018,Age,19 Months,76.4,68.3 to 82.9,194
Hib,Full Series,States/Local Areas,Oklahoma,2018-2019,Age,19 Months,94.3,90.9 to 96.4,399
Hib,Full Series,States/Local Areas,Oklahoma,2013,Age,24 Months,82.3,75.2 to 88.3,198
Hib,Full Series,States/Local Areas,Oklahoma,2013-2014,Age,24 Months,78.5,73.2 to 83.4,425
Hib,Full Series,States/Local Areas,Oklahoma,2014,Age,24 Months,74.8,66.8 to 82.1,227
Hib,Full Series,States/Local Areas,Oklahoma,2014-2015,Age,24 Months,76.4,71.4 to 81.2,502
Hib,Full Series,States/Local Areas,Oklahoma,2017,Age,19 Months,75,67.1 to 81.6,243
Hib,Full Series,States/Local Areas,Oklahoma,2017-2018,Age,19 Months,75.7,70.1 to 80.5,437
DTaP,≥4 Doses,States/Local Areas,Oklahoma,2011,Age,19 Months,68,59.1 to 75.6,279
DTaP,≥4 Doses,States/Local Areas,Oklahoma,2012,Age,19 Months,67.9,55.4 to 78.3,260
Hib,Primary Series,States/Local Areas,Oklahoma,2011,Age,24 Months,92.7,88.0 to 96.0,279
Hib,Primary Series,States/Local Areas,Oklahoma,2012,Age,24 Months,94.8,90.6 to 97.5,260
Hib,Primary Series,States/Local Areas,Oklahoma,2015,Age,19 Months,91.8,89.7 to 93.4,275
Hib,Primary Series,States/Local Areas,Oklahoma,2015-2016,Age,19 Months,90.2,86.8 to 92.7,594
Hib,Full Series,States/Local Areas,Oklahoma,2012,Age,24 Months,76.8,69.5 to 83.5,260
Hib,Full Series,States/Local Areas,Oklahoma,2011,Age,24 Months,79.4,73.3 to 84.9,279
Hib,Primary Series,States/Local Areas,Oklahoma,2018,Age,19 Months,93.8,88.9 to 96.6,194
Hib,Primary Series,States/Local Areas,Oklahoma,2018-2019,Age,19 Months,89.6,85.1 to 92.9,399
Hib,Primary Series,States/Local Areas,Oklahoma,2019,Age,19 Months,92.6,85.9 to 96.3,205
Hib,Primary Series,States/Local Areas,Oklahoma,2016,Age,19 Months,88.5,83.5 to 92.2,319
Hib,Primary Series,States/Local Areas,Oklahoma,2016-2017,Age,19 Months,87.8,83.7 to 91.0,562
Hib,Primary Series,States/Local Areas,Oklahoma,2017,Age,19 Months,87.1,80.0 to 91.9,243
Hib,Primary Series,States/Local Areas,Oklahoma,2017-2018,Age,19 Months,90.4,86.3 to 93.4,437
Hib,Primary Series,States/Local Areas,Oklahoma,2014,Age,19 Months,90.8,84.0 to 94.9,227
Hib,Primary Series,States/Local Areas,Oklahoma,2014-2015,Age,19 Months,91.3,87.4 to 94.1,502
Hib,Primary Series,States/Local Areas,Oklahoma,2011,Age,19 Months,91.8,89.3 to 93.8,279
Hib,Primary Series,States/Local Areas,Oklahoma,2013,Age,19 Months,89.6,84.5 to 93.2,198
Hib,Primary Series,States/Local Areas,Oklahoma,2013-2014,Age,19 Months,90.2,85.2 to 93.6,425
Hib,Primary Series,States/Local Areas,Oklahoma,2019,Age,13 Months,90.8,84.2 to 94.9,205
Hib,Primary Series,States/Local Areas,Oklahoma,2018,Age,13 Months,88.4,81.4 to 93.0,194
Hib,Primary Series,States/Local Areas,Oklahoma,2018-2019,Age,13 Months,89.6,85.1 to 92.9,399
Hib,Primary Series,States/Local Areas,Oklahoma,2012,Age,19 Months,94.8,90.8 to 97.1,260
Hib,Primary Series,States/Local Areas,Oklahoma,2017,Age,13 Months,83,75.7 to 88.5,243
Hib,Primary Series,States/Local Areas,Oklahoma,2017-2018,Age,13 Months,85.7,80.9 to 89.5,437
Hib,Primary Series,States/Local Areas,Oklahoma,2013,Age,7 Months,63.5,58.7 to 68.0,198
Hib,Primary Series,States/Local Areas,Oklahoma,2013-2014,Age,7 Months,66.1,61.8 to 70.2,425
Hib,Primary Series,States/Local Areas,Oklahoma,2017,Age,24 Months,88.8,82.4 to 93.8,243
Hib,Primary Series,States/Local Areas,Oklahoma,2017-2018,Age,24 Months,91.3,87.4 to 94.3,437
Hib,Primary Series,States/Local Areas,Oklahoma,2016,Age,13 Months,84.6,79.2 to 88.8,319
Hib,Primary Series,States/Local Areas,Oklahoma,2016-2017,Age,13 Months,83.8,79.5 to 87.4,562
Hib,Primary Series,States/Local Areas,Oklahoma,2015,Age,7 Months,72.5,65.6 to 78.5,275
Hib,Primary Series,States/Local Areas,Oklahoma,2015-2016,Age,7 Months,69.4,64.8 to 73.7,594
Hib,Primary Series,States/Local Areas,Oklahoma,2014,Age,7 Months,68.8,60.3 to 76.2,227
Hib,Primary Series,States/Local Areas,Oklahoma,2014-2015,Age,7 Months,70.6,65.2 to 75.5,502
Hib,Primary Series,States/Local Areas,Oklahoma,2017,Age,7 Months,75.1,67.2 to 81.6,243
Hib,Primary Series,States/Local Areas,Oklahoma,2017-2018,Age,7 Months,75.8,70.3 to 80.5,437
Hib,Primary Series,States/Local Areas,Oklahoma,2016,Age,7 Months,66.4,59.9 to 72.3,319
Hib,Primary Series,States/Local Areas,Oklahoma,2016-2017,Age,7 Months,70.6,65.6 to 75.1,562
Hib,Primary Series,States/Local Areas,Oklahoma,2018,Age,7 Months,76.5,68.6 to 82.9,194
Hib,Primary Series,States/Local Areas,Oklahoma,2018-2019,Age,7 Months,77.1,71.4 to 82.0,399
Hib,Primary Series,States/Local Areas,Oklahoma,2019,Age,7 Months,77.8,68.9 to 84.7,205
Hib,Primary Series,States/Local Areas,Oklahoma,2011,Age,13 Months,89.3,85.8 to 92.0,279
Hib,Primary Series,States/Local Areas,Oklahoma,2012,Age,13 Months,89.1,85.6 to 91.9,260
Hib,Primary Series,States/Local Areas,Oklahoma,2013,Age,13 Months,86.8,80.3 to 91.4,198
Hib,Primary Series,States/Local Areas,Oklahoma,2013-2014,Age,13 Months,86.7,80.2 to 91.3,425
Hib,Primary Series,States/Local Areas,Oklahoma,2015,Age,13 Months,89.1,83.7 to 92.8,275
Hib,Primary Series,States/Local Areas,Oklahoma,2015-2016,Age,13 Months,86.9,83.2 to 89.8,594
Hib,Primary Series,States/Local Areas,Oklahoma,2014,Age,13 Months,86.6,79.4 to 91.6,227
Hib,Primary Series,States/Local Areas,Oklahoma,2014-2015,Age,13 Months,87.9,83.5 to 91.2,502
Hib,Primary Series,States/Local Areas,Oklahoma,2018,Age,24 Months,93.8,89.4 to 96.8,194
Hib,Primary Series,States/Local Areas,Oklahoma,2018-2019,Age,24 Months,93.2,89.7 to 95.9,399
Combined 7 Series,,States/Local Areas,Oklahoma,2012,Age,24 Months,61.8,54.0 to 69.7,260
Hib,Primary Series,States/Local Areas,Oklahoma,2013,Age,24 Months,90.1,84.4 to 94.4,198
Hib,Primary Series,States/Local Areas,Oklahoma,2013-2014,Age,24 Months,90.5,86.4 to 93.7,425
Combined 7 Series,,States/Local Areas,Oklahoma,2011,Age,24 Months,68.2,61.5 to 74.7,279
Combined 7 Series,,States/Local Areas,Oklahoma,2013,Age,24 Months,68.8,60.6 to 76.7,198
Combined 7 Series,,States/Local Areas,Oklahoma,2013-2014,Age,24 Months,67.2,61.3 to 72.9,425
Hib,Primary Series,States/Local Areas,Oklahoma,2016,Age,24 Months,89.3,84.8 to 93.0,319
Hib,Primary Series,States/Local Areas,Oklahoma,2016-2017,Age,24 Months,89.1,85.3 to 92.2,562
Hib,Primary Series,States/Local Areas,Oklahoma,2015,Age,24 Months,92.3,87.8 to 95.6,275
Hib,Primary Series,States/Local Areas,Oklahoma,2015-2016,Age,24 Months,90.9,87.8 to 93.4,594
Hib,Primary Series,States/Local Areas,Oklahoma,2014,Age,24 Months,90.8,84.7 to 95.2,227
Hib,Primary Series,States/Local Areas,Oklahoma,2014-2015,Age,24 Months,91.6,87.9 to 94.5,502
Hib,Primary Series,States/Local Areas,Oklahoma,2012,Age,35 Months,94.8,90.6 to 97.5,260
Hib,Primary Series,States/Local Areas,Oklahoma,2014,Age,35 Months,90.8,84.7 to 95.2,227
Hib,Primary Series,States/Local Areas,Oklahoma,2014-2015,Age,35 Months,92.4,88.9 to 95.2,502
Hib,Primary Series,States/Local Areas,Oklahoma,2011,Age,35 Months,94,89.6 to 96.9,279
Hib,Primary Series,States/Local Areas,Oklahoma,2019,Age,24 Months,92.6,86.7 to 96.6,205
Hib,Primary Series,States/Local Areas,Oklahoma,2013,Age,35 Months,92.4,86.5 to 96.3,198
Hib,Primary Series,States/Local Areas,Oklahoma,2013-2014,Age,35 Months,91.9,87.8 to 95.0,425
Combined 7 Series,,States/Local Areas,Oklahoma,2014-2017,Race and Ethnicity,Hispanic,66.7,57.8 to 75.5,152
Hib,≥3 Doses,States/Local Areas,Oklahoma,2012,Age,35 Months,93,87.9 to 96.5,260
Hib,≥3 Doses,States/Local Areas,Oklahoma,2011,Age,35 Months,92.1,87.3 to 95.6,279
Hep A,≥1 Dose,States/Local Areas,Oklahoma,2012,Age,24 Months,87,80.6 to 92.1,260
Hep A,≥1 Dose,States/Local Areas,Oklahoma,2013,Age,24 Months,87.1,80.4 to 92.4,198
Hep A,≥1 Dose,States/Local Areas,Oklahoma,2013-2014,Age,24 Months,86,81.3 to 90.1,425
Hep A,≥1 Dose,States/Local Areas,Oklahoma,2011,Age,24 Months,86.3,81.2 to 90.7,279
Hep A,≥1 Dose,States/Local Areas,Oklahoma,2019,Age,19 Months,85.2,77.3 to 90.6,205
DTaP,≥3 Doses,States/Local Areas,Oklahoma,2017,Age,35 Months,91.9,85.5 to 96.1,243
DTaP,≥3 Doses,States/Local Areas,Oklahoma,2017-2018,Age,35 Months,94.2,90.8 to 96.7,437
DTaP,≥3 Doses,States/Local Areas,Oklahoma,2016,Age,35 Months,91.2,86.6 to 94.7,319
DTaP,≥3 Doses,States/Local Areas,Oklahoma,2016-2017,Age,35 Months,91.4,87.7 to 94.3,562
DTaP,≥3 Doses,States/Local Areas,Oklahoma,2015,Age,35 Months,94.9,90.8 to 97.6,275
DTaP,≥3 Doses,States/Local Areas,Oklahoma,2015-2016,Age,35 Months,93,90.1 to 95.4,594
PCV,≥2 Doses,States/Local Areas,Oklahoma,2011,Age,5 Months,71.4,63.4 to 78.2,279
PCV,≥2 Doses,States/Local Areas,Oklahoma,2012,Age,5 Months,74.1,63.1 to 82.7,260
PCV,≥2 Doses,States/Local Areas,Oklahoma,2013,Age,5 Months,69.5,65.0 to 73.6,198
PCV,≥2 Doses,States/Local Areas,Oklahoma,2013-2014,Age,5 Months,71,68.5 to 73.5,425
Hep A,≥1 Dose,States/Local Areas,Oklahoma,2018,Age,19 Months,87.3,81.2 to 91.6,194
Hep A,≥1 Dose,States/Local Areas,Oklahoma,2018-2019,Age,19 Months,87.3,81.6 to 91.4,309
Hep A,≥1 Dose,States/Local Areas,Oklahoma,2017,Age,19 Months,80.9,73.3 to 86.7,243
Hep A,≥1 Dose,States/Local Areas,Oklahoma,2017-2018,Age,19 Months,84.1,79.3 to 87.9,437
Hib,≥3 Doses,States/Local Areas,Oklahoma,2019,Age,24 Months,90.8,84.3 to 95.4,205
Hib,≥3 Doses,States/Local Areas,Oklahoma,2018,Age,24 Months,87.1,80.5 to 92.3,194
Hib,≥3 Doses,States/Local Areas,Oklahoma,2018-2019,Age,24 Months,88.9,84.5 to 92.5,399
Hep A,≥2 Doses,States/Local Areas,Oklahoma,2012,Age,19 Months,20.6,18.2 to 23.3,260
Hep A,≥2 Doses,States/Local Areas,Oklahoma,2014,Age,19 Months,24.4,18.0 to 32.0,227
Hep A,≥2 Doses,States/Local Areas,Oklahoma,2014-2015,Age,19 Months,25.2,20.7 to 30.2,502
Hep A,≥2 Doses,States/Local Areas,Oklahoma,2013,Age,19 Months,21.7,17.3 to 27.0,198
Hep A,≥2 Doses,States/Local Areas,Oklahoma,2013-2014,Age,19 Months,23,20.6 to 25.7,425
DTaP,≥2 Doses,States/Local Areas,Oklahoma,2019,Age,5 Months,80.7,71.8 to 87.2,205
Hep A,≥2 Doses,States/Local Areas,Oklahoma,2011,Age,19 Months,19.8,13.6 to 27.9,279
DTaP,≥3 Doses,States/Local Areas,Oklahoma,2014,Age,35 Months,95.5,89.9 to 98.5,227
DTaP,≥3 Doses,States/Local Areas,Oklahoma,2014-2015,Age,35 Months,95.3,91.9 to 97.5,502
DTaP,≥3 Doses,States/Local Areas,Oklahoma,2011,Age,35 Months,94.5,90.9 to 97.0,279
DTaP,≥3 Doses,States/Local Areas,Oklahoma,2012,Age,35 Months,94.5,90.1 to 97.4,260
DTaP,≥3 Doses,States/Local Areas,Oklahoma,2013,Age,35 Months,93.3,87.5 to 97.0,198
DTaP,≥3 Doses,States/Local Areas,Oklahoma,2013-2014,Age,35 Months,94.1,90.2 to 96.8,425
Hep A,≥2 Doses,States/Local Areas,Oklahoma,2011,Age,24 Months,38.4,31.2 to 46.5,279
Hep A,≥2 Doses,States/Local Areas,Oklahoma,2019,Age,19 Months,27.4,20.0 to 36.3,205
Hep A,≥2 Doses,States/Local Areas,Oklahoma,2018,Age,19 Months,25.8,18.7 to 34.4,194
Hep A,≥2 Doses,States/Local Areas,Oklahoma,2018-2019,Age,19 Months,29.8,23.3 to 37.3,309
Hib,≥3 Doses,States/Local Areas,Oklahoma,2017,Age,35 Months,86.5,79.5 to 92.0,243
Hib,≥3 Doses,States/Local Areas,Oklahoma,2017-2018,Age,35 Months,89.5,84.9 to 93.3,437
Hib,≥3 Doses,States/Local Areas,Oklahoma,2016,Age,35 Months,88.5,83.8 to 92.3,319
Hib,≥3 Doses,States/Local Areas,Oklahoma,2016-2017,Age,35 Months,87.6,83.5 to 91.0,562
DTaP,≥3 Doses,States/Local Areas,Oklahoma,2014-2017,Insurance Coverage,Private Insurance Only,96.5,94.9 to 98.0,439
DTaP,≥3 Doses,States/Local Areas,Oklahoma,2014-2017,Insurance Coverage,Any Medicaid,90,86.7 to 93.3,498
DTaP,≥4 Doses,States/Local Areas,Oklahoma,2015,Age,19 Months,65.2,63.3 to 67.2,275
DTaP,≥4 Doses,States/Local Areas,Oklahoma,2015-2016,Age,19 Months,67.4,62.6 to 71.9,594
DTaP,≥4 Doses,States/Local Areas,Oklahoma,2014,Age,19 Months,68,59.4 to 75.5,227
DTaP,≥4 Doses,States/Local Areas,Oklahoma,2014-2015,Age,19 Months,66.6,61.1 to 71.7,502
DTaP,≥4 Doses,States/Local Areas,Oklahoma,2013,Age,19 Months,70.8,60.4 to 79.4,198
DTaP,≥4 Doses,States/Local Areas,Oklahoma,2013-2014,Age,19 Months,69.4,62.0 to 75.9,425
Hep A,≥2 Doses,States/Local Areas,Oklahoma,2012,Age,24 Months,34.2,27.2 to 42.4,260
Hib,≥3 Doses,States/Local Areas,Oklahoma,2018,Age,35 Months,92.6,86.7 to 96.5,194
Hib,≥3 Doses,States/Local Areas,Oklahoma,2018-2019,Age,35 Months,92.5,88.2 to 95.7,399
Hep A,≥1 Dose,States/Local Areas,Oklahoma,2016,Age,19 Months,81.1,75.4 to 85.8,319
Hep A,≥1 Dose,States/Local Areas,Oklahoma,2016-2017,Age,19 Months,81,76.5 to 84.9,562
Hep A,≥1 Dose,States/Local Areas,Oklahoma,2014,Age,24 Months,85,77.9 to 90.8,227
Hep A,≥1 Dose,States/Local Areas,Oklahoma,2014-2015,Age,24 Months,85.1,80.8 to 88.8,502
Hep A,≥1 Dose,States/Local Areas,Oklahoma,2011,Age,35 Months,94.9,91.0 to 97.4,279
Hep A,≥1 Dose,States/Local Areas,Oklahoma,2019,Age,24 Months,90,84.0 to 94.5,205
Hep A,≥1 Dose,States/Local Areas,Oklahoma,2018,Age,24 Months,87.3,81.7 to 91.8,194
Hep A,≥1 Dose,States/Local Areas,Oklahoma,2018-2019,Age,24 Months,88.6,84.7 to 92.0,399
DTaP,≥3 Doses,States/Local Areas,Oklahoma,2019,Age,35 Months,94.1,88.0 to 97.7,205
DTaP,≥3 Doses,States/Local Areas,Oklahoma,2014-2017,Insurance Coverage,Other,93.5,82.9 to 100.0,32
DTaP,≥3 Doses,States/Local Areas,Oklahoma,2018,Age,35 Months,96.5,93.0 to 98.5,194
DTaP,≥3 Doses,States/Local Areas,Oklahoma,2018-2019,Age,35 Months,95.7,92.5 to 97.8,399
PCV,≥2 Doses,States/Local Areas,Oklahoma,2016,Age,5 Months,69.3,62.9 to 75.1,319
PCV,≥2 Doses,States/Local Areas,Oklahoma,2016-2017,Age,5 Months,74,69.3 to 78.2,562
PCV,≥2 Doses,States/Local Areas,Oklahoma,2015,Age,5 Months,74.7,67.8 to 80.6,275
PCV,≥2 Doses,States/Local Areas,Oklahoma,2015-2016,Age,5 Months,72.1,67.3 to 76.3,594
PCV,≥2 Doses,States/Local Areas,Oklahoma,2014,Age,5 Months,72.6,64.5 to 79.5,227
PCV,≥2 Doses,States/Local Areas,Oklahoma,2014-2015,Age,5 Months,73.7,71.0 to 76.2,502
Hep A,≥1 Dose,States/Local Areas,Oklahoma,2016,Age,24 Months,83.6,78.4 to 88.2,319
Hep A,≥1 Dose,States/Local Areas,Oklahoma,2016-2017,Age,24 Months,83.3,79.0 to 87.1,562
Hep A,≥1 Dose,States/Local Areas,Oklahoma,2015,Age,24 Months,85.2,80.1 to 89.6,275
Hep A,≥1 Dose,States/Local Areas,Oklahoma,2015-2016,Age,24 Months,84.4,80.7 to 87.7,594
Hep A,≥2 Doses,States/Local Areas,Oklahoma,2017,Age,19 Months,24.9,18.8 to 32.1,243
Hep A,≥2 Doses,States/Local Areas,Oklahoma,2017-2018,Age,19 Months,25.3,20.5 to 30.8,437
Hib,≥3 Doses,States/Local Areas,Oklahoma,2015,Age,35 Months,90.8,85.2 to 94.9,275
